No.,LOT_ID,WF_ID,X_AXIS,Y_AXIS,GRADE_CD,G_A,G_B,G_C,G_D,G_E,G_F,G_G,G_H,G_I,G_J,G_K,G_L,G_M,G_N,G_O,G_P,G_Q,G_R,G_S,G_T,Neighbor_A,Neighbor_B,Neighbor_C,Neighbor_D,Neighbor_E,Neighbor_F,Neighbor_G,Neighbor_H,Neighbor_I,Neighbor_J,Neighbor_K,Neighbor_L,Neighbor_M,Neighbor_N,Neighbor_O,Neighbor_P,Neighbor_Q,Neighbor_R,Neighbor_S,Neighbor_T,Weight_Base_A,Weight_Base_B,Weight_Base_C,Weight_Base_D,Weight_Base_E,Weight_Base_F,Weight_Base_G,Weight_Base_H,Weight_Base_I,Weight_Base_J,Weight_Base_K,Weight_Base_L,Weight_Base_M,Weight_Base_N,Weight_Base_O,Weight_Base_P,Weight_Base_Q,Weight_Base_R,Weight_Base_S,Weight_Base_T,Weight_Bound_A,Weight_Bound_B,Weight_Bound_C,Weight_Bound_D,Weight_Bound_E,Weight_Bound_F,Weight_Bound_G,Weight_Bound_H,Weight_Bound_I,Weight_Bound_J,Weight_Bound_K,Weight_Bound_L,Weight_Bound_M,Weight_Bound_N,Weight_Bound_O,Weight_Bound_P,Weight_Bound_Q,Weight_Bound_R,Weight_Bound_S,Weight_Bound_T,PKT_Y
87511,ABC1236,4,19,28,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,2,1,1,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17782,ABC1236,10,26,22,SQ,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,0,5,1,0,0,0.0,1,0,0,0,0,0,2,4,4,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604395604,0.741758242,0.0,1.0
78769,ABC1258,13,54,19,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32939,ABC1236,3,35,18,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.0,1,0,0,0,0,0,1,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
76124,ABC1258,25,61,28,NQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66411,ABC1258,2,13,33,N1,56,55,55,5,55,50,41,53.0,61,52,48,49,42,44,66,2,0,68,84,10,5,5,6,2,6,6,5,5.0,5,5,5,5,4,6,5,2,1,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74571,ABC1111,15,33,13,N1,0,0,0,0,14,0,22,0.0,8,6,6,0,17,3,0,0,0,18,0,0,0,1,1,0,4,1,6,1.5,2,2,5,2,4,2,2,1,0,9,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68337,ABC1236,1,66,26,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,11,14,0,2,2,2,0,1,2,3,2.0,2,3,3,3,3,3,4,5,5,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49236,ABC1111,12,59,29,N1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76190,ABC1258,5,59,35,NQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86048,ABC1258,20,25,19,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2.0,1,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40503,ABC1258,1,22,33,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85430,ABC1236,5,55,16,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,36,25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,3,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.92857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.6785714,5.577380952,0.0,1.0
75673,ABC1236,6,54,40,SQ,0,0,0,0,0,3,3,0.0,0,3,0,5,2,5,9,18,7,14,24,0,0,0,1,0,1,2,3,0.0,1,1,2,4,3,2,3,5,5,9,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79761905,4.910714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.35119048,15.17857143,0.0,1.0
55544,ABC1258,3,26,30,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,1,2,1,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035714286,0.458333333,0.0,0.0,0.0,0.0,1.0
79355,ABC1236,8,40,11,N1,0,0,0,9,0,0,0,0.0,0,0,0,0,0,0,20,10,0,36,29,9,0,1,0,1,1,0,2,0.0,0,1,1,1,2,2,3,2,1,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19197,ABC1236,10,25,19,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,1,0,4.0,4,0,0,0,0,1,0,1,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84934,ABC1258,23,17,27,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,1,2,0.0,0,3,3,3,3,2,0,1,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16950,ABC1236,17,14,23,SQ,11,22,12,0,11,22,5,3.0,14,11,2,2,2,0,4,20,7,15,29,4,6,4,5,3,5,6,7,6.0,5,6,7,7,7,6,6,7,6,9,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38066,ABC1111,19,57,17,NQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,5,0,0,1,1,1,0,2,0,3,1.0,2,1,0,3,3,2,0,0,0,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80410,ABC1236,7,40,13,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,2,0,1,3,1,1.0,3,2,2,1,2,2,1,2,1,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15768,ABC1258,12,48,21,SQ,0,0,0,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.958333333,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.58333333,0.0,1.0
71612,ABC1236,9,37,17,N1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.79487179,0.0,1.0
27760,ABC1236,16,37,11,N1,0,0,0,0,52,0,0,0.0,0,0,0,0,0,0,18,4,0,28,10,0,3,2,3,0,6,3,3,4.0,2,1,3,3,1,2,3,2,1,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30823,ABC1258,16,23,33,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20039,ABC1258,2,62,24,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,1,0,0,1,1,1,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569444444,0.0,0.0,1.0
81306,ABC1236,20,31,14,SQ,8,0,0,0,0,12,0,0.0,0,0,0,0,0,2,0,0,0,8,5,0,3,1,1,0,0,3,1,2.0,1,0,0,2,1,3,1,3,1,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72560,ABC1236,1,31,33,SQ,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,2,2,1,1.0,1,1,1,1,0,0,1,1,2,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32967033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61444,ABC1258,15,58,28,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,12,12,9,20,5,0,1,1,5,1,0,0,1.0,1,0,0,0,0,0,0,2,3,3,4,4,0.0,0.0,0.0,1.904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,15.17857143,0.964285714,0.0,0.0,3.208333333,12.38095238,1.488095238,0.0,0.0,0.196428571,1.845238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,27.82738095,7.071428571,1.0
47749,ABC1258,22,51,28,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380952381,0.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.119047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904761905,2.142857143,0.0,0.0,0.0,0.0,1.0
67354,ABC1258,4,54,40,N1,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,0,24,19,0,0,0,0,2,0,0,1,0.0,0,1,0,2,0,1,1,1,1,8,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21428571,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14285714,2.333333333,0.0,1.0
57555,ABC1111,1,37,14,N1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1.5,0,0,0,0,0,0,0,0,0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87061,ABC1258,1,46,40,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58119,ABC1258,18,28,19,SQ,2,0,0,0,5,0,0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,0,5.0,3,0,0,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.597222222,1.388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36946,ABC1111,23,20,36,N1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8,5,5,1,0,0,0,2,0,3,0.5,0,1,0,0,3,1,1,0,0,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,1.0
5073,ABC1258,23,41,33,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31883,ABC1258,2,64,21,SQ,3,15,2,0,36,7,5,9.0,9,11,0,12,12,24,0,0,0,56,18,0,5,4,4,0,6,4,6,4.0,4,4,5,5,5,5,2,1,2,8,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20733,ABC1236,8,36,13,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,18,16,4,8,0,5,5,4,0,3,4,4,3.0,2,2,4,4,4,2,1,4,3,7,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48214286,12.77380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19047619,0.0,0.0,0.0,1.333333333,2.214285714,1.30952381,0.0,0.0,28.60714286,22.02380952,0.0,0.0,0.0,1.0
14546,ABC1111,6,21,15,N1,36,33,30,0,28,29,37,25.5,27,28,36,29,37,36,27,2,0,40,45,37,2,2,3,1,3,3,3,2.5,3,3,4,4,3,4,3,1,0,4,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74228,ABC1236,16,53,25,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0.0,0,0,0,2,2,0,0,3,3,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3125,5.083333333,0.0,0.0,34.94444444,39.61805556,2.125,3.701388889,0.0,1.0
78000,ABC1258,2,30,14,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,26,0,3,2,1,1,2,3,0,1.0,1,2,0,0,0,0,0,0,0,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714286,252.5416667,0.0,1.0
13256,ABC1258,7,34,40,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63374,ABC1111,10,42,43,OQ1,0,2,0,0,0,0,0,0.0,0,0,2,10,2,0,2,6,12,20,0,0,4,5,4,0,5,4,4,3.5,5,4,5,6,7,5,6,2,3,8,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50504,ABC1111,4,27,15,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,5,0,1,1,3,0,4,0,5,3.5,3,3,3,4,4,1,2,0,1,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892857143,0.0,2.357142857,0.0,1.0,2.148809524,2.928571429,2.0,2.821428571,0.119047619,1.333333333,0.0,0.0,0.0,0.0,2.095238095,0.0,0.0,1.0
57161,ABC1258,6,22,39,SQ,10,0,0,0,2,0,19,0.0,0,5,10,0,0,2,0,0,0,55,42,0,1,0,0,1,1,1,2,1.0,1,2,3,2,2,2,2,2,1,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62656,ABC1236,21,39,16,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,2,0,0,1.0,2,0,0,0,1,0,0,3,3,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,0.0,1.0
87255,ABC1258,20,62,33,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,12,6,10,19,0,0,0,0,0,0,0,3,0.0,0,1,3,3,3,0,4,6,6,6,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46153846,5.692307692,0.0,30.25641026,0.0,1.0
81134,ABC1258,13,21,28,SQ,0,0,0,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,1,2,2,2,4,2,0.0,0.0,0.0,12.21428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.61904762,0.0,0.0,0.0,30.85714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.80952381,1.0
73042,ABC1258,1,50,22,SQ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
